survived,pclass,sex,age,sibsp,parch,fare,embarked,class,deck,embark_town,alive,alone
1,3,0,,0,0,7.75,Q,Third,,Queenstown,yes,True
1,1,1,62.0,0,0,80.0,,First,B,,yes,True
1,3,1,15.0,1,0,14.4542,C,Third,,Cherbourg,yes,False
1,2,0,0.83,1,1,18.75,S,Second,,Southampton,yes,False
0,3,0,,0,0,7.2292,C,Third,,Cherbourg,no,True
0,3,0,23.0,0,0,7.8542,S,Third,,Southampton,no,True
0,3,0,18.0,0,0,8.3,S,Third,,Southampton,no,True
1,1,1,39.0,1,1,83.1583,C,First,E,Cherbourg,yes,False
0,3,0,21.0,0,0,8.6625,S,Third,,Southampton,no,True
0,3,0,,0,0,8.05,S,Third,,Southampton,no,True
1,3,0,32.0,0,0,56.4958,S,Third,,Southampton,yes,True
1,1,0,,0,0,29.7,C,First,C,Cherbourg,yes,True
0,3,0,20.0,0,0,7.925,S,Third,,Southampton,no,True
0,2,0,16.0,0,0,10.5,S,Second,,Southampton,no,True
1,1,1,30.0,0,0,31.0,C,First,,Cherbourg,yes,True
0,3,0,34.5,0,0,6.4375,C,Third,,Cherbourg,no,True
0,3,0,17.0,0,0,8.6625,S,Third,,Southampton,no,True
0,3,0,42.0,0,0,7.55,S,Third,,Southampton,no,True
0,3,0,,8,2,69.55,S,Third,,Southampton,no,False
0,3,0,35.0,0,0,7.8958,C,Third,,Cherbourg,no,True
0,2,0,28.0,0,1,33.0,S,Second,,Southampton,no,False
1,1,1,,1,0,89.1042,C,First,C,Cherbourg,yes,False
0,3,0,4.0,4,2,31.275,S,Third,,Southampton,no,False
0,3,0,74.0,0,0,7.775,S,Third,,Southampton,no,True
0,3,1,9.0,1,1,15.2458,C,Third,,Cherbourg,no,False
1,1,1,16.0,0,1,39.4,S,First,D,Southampton,yes,False
0,2,1,44.0,1,0,26.0,S,Second,,Southampton,no,False
1,3,1,18.0,0,1,9.35,S,Third,,Southampton,yes,False
1,1,1,45.0,1,1,164.8667,S,First,,Southampton,yes,False
1,1,0,51.0,0,0,26.55,S,First,E,Southampton,yes,True
1,3,1,24.0,0,3,19.2583,C,Third,,Cherbourg,yes,False
0,3,0,,0,0,7.2292,C,Third,,Cherbourg,no,True
0,3,0,41.0,2,0,14.1083,S,Third,,Southampton,no,False
0,2,0,21.0,1,0,11.5,S,Second,,Southampton,no,False
1,1,1,48.0,0,0,25.9292,S,First,D,Southampton,yes,True
0,3,1,,8,2,69.55,S,Third,,Southampton,no,False
0,2,0,24.0,0,0,13.0,S,Second,,Southampton,no,True
1,2,1,42.0,0,0,13.0,S,Second,,Southampton,yes,True
1,2,1,27.0,1,0,13.8583,C,Second,,Cherbourg,yes,False
0,1,0,31.0,0,0,50.4958,S,First,A,Southampton,no,True
0,3,0,,0,0,9.5,S,Third,,Southampton,no,True
1,3,0,4.0,1,1,11.1333,S,Third,,Southampton,yes,False
0,3,0,26.0,0,0,7.8958,S,Third,,Southampton,no,True
1,1,1,47.0,1,1,52.5542,S,First,D,Southampton,yes,False
0,1,0,33.0,0,0,5.0,S,First,B,Southampton,no,True
0,3,0,47.0,0,0,9.0,S,Third,,Southampton,no,True
1,2,1,28.0,1,0,24.0,C,Second,,Cherbourg,yes,False
1,3,1,15.0,0,0,7.225,C,Third,,Cherbourg,yes,True
0,3,0,20.0,0,0,9.8458,S,Third,,Southampton,no,True
0,3,0,19.0,0,0,7.8958,S,Third,,Southampton,no,True
0,3,0,,0,0,7.8958,S,Third,,Southampton,no,True
1,1,1,56.0,0,1,83.1583,C,First,C,Cherbourg,yes,False
1,2,1,25.0,0,1,26.0,S,Second,,Southampton,yes,False
0,3,0,33.0,0,0,7.8958,S,Third,,Southampton,no,True
0,3,1,22.0,0,0,10.5167,S,Third,,Southampton,no,True
0,2,0,28.0,0,0,10.5,S,Second,,Southampton,no,True
0,3,0,25.0,0,0,7.05,S,Third,,Southampton,no,True
0,3,1,39.0,0,5,29.125,Q,Third,,Queenstown,no,False
0,2,0,27.0,0,0,13.0,S,Second,,Southampton,no,True
1,1,1,19.0,0,0,30.0,S,First,B,Southampton,yes,True
0,3,1,,1,2,23.45,S,Third,,Southampton,no,False
1,1,0,26.0,0,0,30.0,C,First,C,Cherbourg,yes,True
0,3,0,32.0,0,0,7.75,Q,Third,,Queenstown,no,True
